capacity_multiplier,w_gossip,w_rel,program_variant,replicate,mean_overload_excess,mean_user_utility,overflow_rate_slothall,hall_utilization_variance,n_skipped,n_users
0.7,0.0,1.0,38,4,0.4375,0.00052772895891394,0.925,0.03346836419753086,149,1600
0.7,0.0,1.0,38,5,0.4826388888888889,-0.0026240530118957395,0.875,0.038644547325102876,143,1600
0.7,0.0,1.0,39,1,0.40972222222222215,-0.0012261671837768518,0.875,0.03411136831275719,183,1600
0.7,0.0,1.0,39,2,0.4166666666666667,-0.00030648889456642793,0.875,0.029256687242798354,172,1600
0.7,0.0,1.0,39,3,0.4895833333333333,-1.324107353866566e-05,0.775,0.058641975308641965,167,1600
0.7,0.0,1.0,39,4,0.44097222222222227,0.00046889788049156775,0.925,0.03366126543209876,149,1600
0.7,0.0,1.0,39,5,0.4791666666666667,-0.0035402495924790854,0.875,0.03845164609053498,143,1600
0.7,0.0,1.0,40,1,0.40624999999999994,-0.001421206111263018,0.875,0.03401491769547325,183,1600
0.7,0.0,1.0,40,2,0.42361111111111116,-0.0007485996160539798,0.875,0.02964248971193416,172,1600
0.7,0.0,1.0,40,3,0.4826388888888889,0.0008868007355340524,0.775,0.057966820987654315,167,1600
0.7,0.0,1.0,40,4,0.4444444444444444,-0.00020937112407409586,0.925,0.03578317901234567,149,1600
0.7,0.0,1.0,40,5,0.4756944444444445,-0.0035183520427381153,0.875,0.03748713991769547,143,1600
0.7,0.0,1.0,41,1,0.40624999999999994,0.0002384261928818887,0.875,0.03401491769547325,183,1600
0.7,0.0,1.0,41,2,0.4131944444444445,-0.0008950209164322587,0.9,0.027713477366255148,172,1600
0.7,0.0,1.0,41,3,0.4895833333333333,-0.0004438512354681734,0.8,0.05777391975308641,167,1600
0.7,0.0,1.0,41,4,0.4444444444444444,0.0003159437165595591,0.9,0.03578317901234567,149,1600
0.7,0.0,1.0,41,5,0.4791666666666667,-0.0027902021192130633,0.875,0.03806584362139918,143,1600
0.7,0.0,1.0,42,1,0.4131944444444444,-0.0005628116920706816,0.875,0.03575102880658435,183,1600
